user_uid,churn_proba,monetary_total,freq_total,tenure_days,orders_last_30d,main_city,sex,level,source
5y25pr2zldzocaqdwngax6ubpl,0.985,178.0,1,689,0.0,,,,website
5y4hymfvukhtwobtqgzkwqpmh1,0.91,186.4,2,646,0.0,,,,app
5ycokbl26dfb2ee5kq0uddfjgt,0.775,220.0,3,652,0.0,,,,website
5yesrtu24joofilke7wxga8thg,0.705,303.8,4,639,0.0,,,intermediate,app
5yhfoy3zhya6rapnktg4en5ocb,0.95,151.0,1,681,0.0,,,,website
5yhp5wthj3omufpaewd4bj2ocd,0.97,131.0,1,302,0.0,,M,intermediate,website
5yk5ukk5uqdmbojwmljhitqlj0,0.7,181.0,4,325,0.0,,,,app
5ymmnyuqutqcbepb1szubxyaac,1.0,143.5,2,709,0.0,,,,website
5ymqpgacxgbbjhixs6luieczef,0.975,405.0,1,712,0.0,,,,website
5yovxmngxos1rgsso1fszipmeu,0.95,177.0,4,687,0.0,,,,app
5ypyykfz1obcq14f1n3oixn5pk,0.8441666666666667,406.0,1,685,0.0,,,,website
5yrtthe8stbsvjtyd4kq6mfsp9,0.95,282.0,4,290,0.0,,,,terze_parti
5yt7j6gfldh2x3rlthowraggcq,0.6801428571428572,126.0,2,267,0.0,,,,website
5ytz5w3hjbgry1lnx2vadm87k2,0.725,1352.0,8,685,0.0,,,,app
5yvnsdpyexx2h8srhbspupiiyd,0.915,369.0,1,64,0.0,bormio,M,intermediate,website
5yxfapv5pfnqasa2esfetblu50,1.0,165.0,1,690,0.0,,F,beginner,website
5yzdmr2yshfcqaizl2rcmusztf,1.0,295.0,1,303,0.0,,,,website
5z0xcj7gmpdxlgixny9iljtkyp,0.985,163.89999999999998,2,499,0.0,,,,website
5z2hojiu5ionxvqqtuq5amyat7,0.815,169.0,4,309,0.0,,,,website
5z9mekcagams94egfucfjase1e,1.0,165.0,1,650,0.0,,,,website
5z9xwtnkwynltc6xhokn9hm9in,0.9897499999999999,204.0,2,683,0.0,,,,website
5zby5zduqica5vy7wkp2cuslcx,0.925,208.0,1,683,0.0,,,,app
5zdh4jldu9tiyqyqoowrtktwzm,0.95,186.0,3,309,0.0,,,,website
5zffctu3bcsocnuneogfxfkaj7,0.85,331.0,7,711,0.0,,,,app
5zgsvnbfevatotvmbrhdfejf46,0.8925,310.5,5,594,0.0,,,,app
5zixhqw4fcyzcakxl7ddoddded,0.935,140.0,1,346,0.0,,,,website
5zmqweh9luqxb3fjcigec7jbtx,0.9,354.0,2,324,0.0,,,,app
5zos75t4mdhbcqmzajigquqz27,0.925,231.0,3,279,0.0,,,,website
5zpy5nvevkdpwcm2lwbl4wm4nq,1.0,558.0,1,602,0.0,,,,website
5zsan6qrlho3oilpagkn9kqroj,0.9925,126.0,2,345,0.0,,,,website
5zubseqdkrwirmotzlu0asemjl,1.0,981.4499999999999,1,334,0.0,,,,website
5zudzia2dzwskwa1odjckguc9l,0.84,586.7,8,648,0.0,,,,website
5zvg7n956fhn7vqpcczl6axzcd,0.995,186.0,1,620,0.0,,,,website
6002tsybd9dxscanptctp7doal,1.0,234.0,1,618,0.0,,,,website
607vjrfaluuw60mnv1akf5gfiv,0.995,494.84999999999997,1,305,0.0,,,,website
60cq0b6mt0btbtwqtaqzxqqljd,1.0,160.0,1,672,0.0,,,,website
60jsn5c45tnjtiv1bs9mzrgjue,0.99,201.0,1,626,0.0,,,,app
60k8fx4qpwbd2hmtq6xcgmupjt,0.995,343.5,1,591,0.0,,,,website
60krtvjjechyzaa9ppbtmtqdjp,0.855,569.0,1,60,0.0,,,,website
60nyih2w36vexoikw8qztiqyd6,0.97,375.95,1,286,0.0,,,,website
60pcnk5whhu5wfrke5n4y8aflm,0.985,135.0,2,705,0.0,,F,beginner,website
60qjmlzbo0e7ty1lp3obam7ptv,0.96,205.0,1,290,0.0,,,,website
60s4rxutd0wxrzes2nbafjdkcy,0.7430833333333333,156.8,3,673,0.0,,,,app
60z487z2jtcxq3cummsuq1eulx,0.725,478.9,7,324,0.0,,,,website
60znxrdk21gmrteayedxobs19q,0.89,161.0,3,691,0.0,,M,intermediate,app
613bmpkqyyppbhotfcskh9yuze,1.0,194.0,1,329,0.0,,,,website
614hu95n18brkr1wv54addjkjh,0.74,527.5,9,702,0.0,,,,app
614zxzspegwazstcnqxr3ltqso,0.99,485.84999999999997,1,263,0.0,,,,website
61bycuvt3wwa9hiklfbvjqypzr,0.975,404.3,2,641,0.0,,F,beginner,website
61ffhvba5cckdcnxmwxe4el6hz,0.995,224.6,1,338,0.0,,,,website
61hgsvxyjyxyw7djfbd4qi3jyo,1.0,135.0,1,309,0.0,,,,website
61ku9mmpkqwcjfhhgyhwelozzu,0.95,288.0,2,630,0.0,,,,website
61ljelvnaxh6xsxcv1qrfodtiv,0.9369285714285713,556.6,1,273,0.0,,,,website
61nfyzlcluobsk9onlqvsxi2sx,0.985,204.1,1,367,0.0,,,,website
61of9nbed7zpvdnakfto1axost,0.95,132.0,3,665,0.0,,,,app
61vfdztqkluazeu2ozgbsrqmsy,1.0,133.0,1,669,0.0,,,,website
61znsdafwsf41vobnuc9ggwvjj,0.985,328.7,1,622,0.0,,,,website
620qzuqbwgoufjekdofnp6hjur,0.775,713.0,2,685,0.0,,,,app
6211wra1j8d2rgxvzlb0qff208,0.955,348.54999999999995,3,713,0.0,,,,website
62g8pptkpvbjkt7lje0pbmjk6q,0.785,1500.3999999999999,5,388,0.0,,,,website
62h6upivhibzfkdhnmkyognk99,0.8675,133.8,1,349,0.0,,,,website
62lfdmccfah0gzuosikp9vg5l5,0.995,296.0,1,310,0.0,,,,website
62tpdcxauovbewn376gubtekvf,0.91,159.0,1,347,0.0,,,,website
62wgfyaesksxep7glhutrsx8bg,0.76,445.0,8,691,0.0,,,,website
6377xo7cakogdxodlyn4ptj87c,1.0,406.0,1,251,0.0,,,,website
63bi31muocvtl4yxd3bseqgsy9,0.94,289.5,2,347,0.0,,,,website
63civzis4mx123tjmpqkqsasgp,0.985,157.5,3,702,0.0,,,,website
63ebwemu2kakbu6jddmcfoqoh1,0.98,397.3,1,299,0.0,,,,website
63g1ehknbfri3rqbuh8mbyjnzl,0.93,146.6,1,258,0.0,,,,website
63pockvw5ewuq5mtri8ke94lik,0.99,1488.2,2,350,1.0,,,,website
63urioicfxftgitluzpdzdjhpr,0.95,152.0,3,683,0.0,,,,website
63vetpq1qcf7ccml9bmcw7bnzh,0.735,281.0,6,667,0.0,,,,app
63vnrwhnqagzhtug2ff1zubn6x,0.75,443.0,6,324,0.0,,,,app
63wq88iplydrbuakeyc3uur4z7,0.785,629.0,2,303,0.0,,F,intermediate,app
63z10mxevpzu6trhnlvmgfgjv2,0.9391666666666666,186.0,3,350,0.0,,,,app
63zhetnflur6ckvjzfbstwouah,0.695,1831.0,14,672,0.0,,,,app
641hdlfv6xfw6g0ebjk6n2dzi5,0.73,770.0,6,309,0.0,,,,app
64bti1kdwgf0frjaq6kbv3lnax,0.9401666666666667,274.0,1,688,0.0,,,,website
64er8flvbkwglv85icb84is46z,0.935,126.9,2,698,0.0,,,,website
64lpykuvdpmvs9wb5bp15evgle,0.995,840.0,1,233,0.0,,,,website
64tbrbnqqytichcsb0cahji4l7,0.975,267.6,1,326,0.0,,,,website
64uwn9kkgtzud8wgplvt2r3mwt,0.98,295.5,2,671,0.0,,,,website
64vrirc4b2cobmvolvgvwe5oxq,0.97,1035.0,1,359,0.0,,,,website
6596ecuhonwuz9amhxymsvf3rz,1.0,232.0,1,643,0.0,,,,website
65ol3cmz1qgsfnowsu3f5opiem,0.86,234.4,2,354,0.0,,,,app
65oq07knezukeitzhhdghx5s5c,0.73,501.0,4,685,0.0,,,,app
65vcor64trbyg5gqsb71xuxpby,0.99,399.3,1,659,0.0,,F,intermediate,website
65xsfwl18nxj7z7hdwe1bnwof1,0.855,520.8,4,643,0.0,,,,website
65y9oaev3gtdnwrjlk2bydnnqy,0.86,192.8,3,307,0.0,,,,website
65ygqbkivcbfpryyc4f3i86wh7,0.935,943.0,7,686,0.0,,,,website
65ymxdlhrpxlukivkoo1bujr7j,0.955,127.8,1,341,0.0,,,,app
65ze2opxftpup4nkb0sjqcdjxa,0.985,378.3,1,341,0.0,,M,beginner,website
6638o9qqtxxxfxtqqbjqplcb6g,1.0,141.15,1,290,0.0,,,,website
663p6ztmhkqttacno4fiu0jfsc,1.0,562.5,1,639,0.0,,,,website
664d0oggskwlcpo62k3xhxabam,0.835,248.0,4,360,0.0,,,,website
665hnibndedhswggrbmzjrudgw,0.735,276.6,4,645,0.0,,F,beginner,app
666ge2flz8ytxfrgyztvil7den,0.995,195.1,1,678,0.0,,F,beginner,website
6688iffphsqe4fcobc613juqpo,0.95,284.0,3,709,0.0,,,,website
669qvgp7saw3cpyl0ppn2rboq7,1.0,144.0,1,308,0.0,,,,website
66ae7aun02ah5tayvozhjjps99,0.92,233.10000000000002,1,336,0.0,,F,beginner,app
66asm9eiyfwlckq0w6eukbzqvu,0.755,2364.0,18,690,0.0,,,,app
66b5w40g1scbukhl5jy4u33fiq,0.815,740.7,2,346,0.0,,,,website
66c0ywiufkxvehyjaihdpficnc,1.0,276.2,1,643,0.0,,,,website
66c9mshko6xbc9f6a2gjtodlk0,0.9275,252.0,1,683,0.0,,,,app
66ik2qqavhg6yo988dxgbetst0,0.95,190.5,1,648,0.0,,,,website
66lm6pnmuvpu4o4arp1r5tl2v8,0.9025943273487779,680.0,1,9,1.0,,,,website
66oayn4bwxqixg1dffobay2kfx,1.0,185.7,1,330,0.0,,,,website
66qfqetdtuapsp6yr8bgccq5wo,0.68,992.0,15,689,0.0,,,,website
66wl90jg0oyc88bghav0y63xez,0.79,145.0,3,344,0.0,,,,website
66wvfvatcuyvi8kox4dqyi8yvb,0.995,136.0,2,638,0.0,,,,website
66yfmhoeiihskbmhh1nfjbfusw,0.94,331.4,2,369,1.0,,,,website
67412ejcxfxmqlbmfaefoqpebg,1.0,132.15,1,270,0.0,,,,website
675jcuuxloyexkwem953z55qeg,0.97,166.8,2,643,0.0,,F,beginner,app
67cujrvm3taan4feyq3gk3rwta,0.995,144.0,1,682,0.0,,,,website
67gymfhszedhiivqtrz3rifs0c,0.945,144.7,1,638,0.0,,,,website
67iyolrztemtwm7ysrwhofrg6m,0.99,281.0,1,232,0.0,,,,website
67jhm5xnwmtioe16uqrvj1bzhh,1.0,286.0,1,276,0.0,,,,website
67jtudtfgydshxbkqdfrblj3pi,0.955,424.0,1,641,0.0,,M,beginner,website
67ledkissxp7djohnahomrembz,0.99,286.0,1,661,0.0,,,,website
67t96m0qceslnrm9qbhcrh69iu,0.995,957.0,1,685,0.0,,,,website
67xsw0njbwxr7fkpfxblptmdop,0.975,328.0,2,642,0.0,,,,website
681szaivpfauzvrgny5mo4woo6,0.99,127.0,3,704,0.0,,,,website
68hjyqmvopo5ib7q3fyrtfmb67,0.79,182.35,2,316,0.0,,,,app
68kl8imvclcm3cjahybzzdtxnu,0.76,239.0,3,632,0.0,,,,app
68ldvp47cugdrqhmy9wmwhl6zh,0.955,203.0,2,247,0.0,,,,website
68pwprtovjtfknkmtyp9turs9c,1.0,450.0,1,2,1.0,,,,website
68su5vswbsm2oluorgidiwykcs,0.96,307.2,4,696,0.0,,,,website
68w2zzbvoqfxlzrd2moyoehcit,0.767,176.0,1,347,0.0,,,,app
68xhh8w4omownpoxvjaagkl76v,0.965,139.8,2,674,0.0,,,,app
68xtdwuzaug2eeqz2h4qolcli9,0.83,232.6,4,346,0.0,,,,app
68yzepkedqmqxrqkmkh2fbcan7,0.99,272.0,1,283,0.0,,,,website
693n3vmakitibp7k2veinhg3pp,0.7691666666666666,130.0,2,274,0.0,,,,app
695quxma29e5b2dp7y2ssxtxur,0.93,247.0,4,611,0.0,,M,beginner,website
6970eh1arzuhx9kbzeanhxy09c,0.9374166666666668,136.0,3,345,0.0,,,,app
697vbsy18vvnoluxsjgv9ea9gl,0.995,160.0,2,639,0.0,,,,website
698bvrufvtho0dsspypemifwjc,0.96,136.5,1,278,0.0,,,,website
6992yqirpodqzr4y5vxwd3i6x9,0.875,422.0,3,831,0.0,,,,app
69i8ccuodtscfcf0rzp1dy21tp,0.975,255.0,3,690,0.0,,,,website
69ickxhjjsox9ozfa65t8tujht,0.87,395.0,2,343,0.0,,,,website
69im2o78wrwxiydairbbzem88g,0.9283333333333332,2420.0,2,32,1.0,,,,website
69moxgmkmdzvplgzuwchsrqhrv,0.98,129.8,2,630,0.0,,,,website
69nufzdjiyrpaogzaxibjv1wf4,0.855,602.9,3,733,0.0,,,,website
69pfzgh2tfzfaklznyd20hbxe3,0.985,475.0,1,276,0.0,,,,app
69pu4fbvw3sbbxcvr2iwgcfbyi,0.97,274.0,1,275,0.0,,F,beginner,website
69rlvqsg7jdhwkwa3vv74ktgnw,0.845,353.7,6,702,0.0,,F,expert,website
69rnmtgih1slcdzxjzgncvgxcq,0.91,542.6,1,278,0.0,,,,website
69vgqohnzszuwhnvxtenecrmlw,0.825,232.0,4,711,0.0,,,,app
69w9uatqhsp86sxdumcvlhvxpi,0.98,146.0,1,278,0.0,,,,website
69zazecsampxr13gexqydebl5o,0.96,145.5,2,645,0.0,,,,app
6a5diwctkinjoeobilc3p3pwof,0.935,536.0,5,676,0.0,,,,website
6a6cuvamgrwxb91wxvjuuejr7z,0.77,373.0,7,286,0.0,,,,website
6aa4am0d9dzwburumn9ay2jcep,0.685,402.5,7,707,0.0,,,,app
6ad5nuo2mjrwv1oh3n8pqz4r6x,0.96,267.0,1,324,0.0,,,,website
6agyt2fpaaylbxlkwhuraltrg7,1.0,491.8,1,662,0.0,,,,website
6ah0bmunxlebvjj6dgc405swx7,1.0,199.0,1,656,0.0,,,,website
6ak5prxvxgsap6qfskg0yb1qyw,0.995,200.0,2,659,0.0,,,,website
6ao1rofxrzqsvcns8urk8znujq,1.0,357.0,1,319,0.0,,,,website
6aqoaerqnnn8ikaaehgql2cako,1.0,183.6,1,676,0.0,,,,website
6arouvc7vivgx55eqcvnddvoo6,0.99,813.0,1,331,0.0,,,,website
6aruni6dazxryn5gku1meh5mbe,0.76,323.0,5,690,0.0,,,,app
6atu7kvj2gdwug6s30zjdqt9r9,1.0,188.4,2,294,0.0,,,,website
6atyblvmdnxdq0xjltwwdt8cqc,0.9525,190.0,1,671,0.0,,,,app
6atydojszidmqgpom5px7x3vgi,0.995,642.0,1,329,0.0,,,,website
6av5eju4l3t7begmumkujhlbim,0.815,476.0,7,689,0.0,,,,website
6awbdlllj2nqfxxycs6xp8mrnx,0.785,318.6,4,384,0.0,,F,beginner,app
6axfgjf2cdxp1xbsc0gjluy10b,0.945,215.5,1,639,0.0,,,,app
6ay1ts2unlu8t4yvoq81dijutd,0.975,138.5,1,310,0.0,,,,website
6ayth5zmsoulccpjpbq7cvtw3e,1.0,162.5,1,648,0.0,,,,website
6b5ocmeitovrm33n8adbm6hxto,0.98,217.0,1,232,0.0,,,,website
6bbelhkywrabdk4fwfyocbgr5v,0.93,228.0,4,630,0.0,,,,website
6bhnmlxpkfexbnzmwlgokp2pkc,1.0,126.0,1,347,0.0,,,,website
6bj9fafcdlbeycpgw43y9ybvsi,0.69,633.0,4,337,0.0,,,,website
6bk3d9eglifsu7xqeuqdkjmyu2,1.0,126.2,1,697,0.0,,,,website
6bkpqohpl4glvqie8dtl7geyba,1.0,620.5,1,677,0.0,,,,website
6blutqsjouwkghtiydfpjcai5k,1.0,252.0,1,674,0.0,,,,website
6bmy1rncp8pqwxk2l2cbp1y778,0.945,356.0,4,682,0.0,,,,website
6bprn1reydhb1tobdsvsnfuwwf,0.98,291.0,2,326,0.0,,,,app
6bpttt1ilwhsefabz1no57u2ky,0.9,160.2,1,225,0.0,,,,website
6bql4gj2w3bpofh97x1zclbjzs,1.0,278.0,2,281,0.0,,,,website
6bssuznauhdxxopkyz9yynpwvy,0.83,904.5,2,680,1.0,moncalieri,M,expert,website
6buas17wvez2v3elnq4fybjxry,0.865,470.0,1,9,1.0,,,,website
6bwvwy1fikhr1hvqosraddcxdp,0.94,128.5,3,710,0.0,,M,intermediate,app
6byov6iwafyyblaxpyr4sv3ulr,0.965,1004.0,1,322,0.0,,,,website
6c0vcauql9y6uuf1hz1hn3u9h2,0.855,580.0,2,298,0.0,,,,website
6c1yublcqkhboymglbza7fcs1w,0.85,127.6,1,355,0.0,,,,website
6c4kwem9f9ft4s5spx6d4tzl6q,0.86,828.9,6,351,0.0,,,,website
6cahrm3g76sgkoku67m9fgbbkb,0.935,190.5,1,688,0.0,,F,intermediate,website
6cc0qdmyk8f9u9mc1xmaydjzs1,0.84,395.4,2,666,0.0,,,,website
6ccdl3ao1luztjw2ytilwwnsfc,0.82,298.0,2,655,0.0,,,,website
6cfcnvzt3uv8prquaco3kvganr,1.0,195.45,1,645,0.0,,,,website
6chhm1uvy5fvnsd1qmr1wk07tk,1.0,336.0,1,723,0.0,,,,website
6ciedc8kjeftlofsajvwdcom76,0.75,888.0,11,687,0.0,,,,website
6cleikrxhwwkaq1cz7k3htlqlg,0.9340833333333333,384.4,1,359,0.0,,,,website
6cnoas1lo5xwlf81ettcfbjec7,0.885,195.8,1,274,0.0,,,,website
6cpp8hvovsfqajvm3tnv6spmg3,0.735,447.2,6,710,0.0,,,,app
6cqp5mccctuc2rpkp9buid8tzm,0.95,172.0,1,654,0.0,,,,app
6csus7ymv9otvpyz8h9bvdrv46,0.705,245.0,4,346,0.0,,,,app
6csuvdbfafetgwg1doedvgbize,0.9983333333333333,727.5,1,651,0.0,,,,website
6ctpqazkfabilrfwpgxq5jypec,0.995,446.0,1,348,0.0,,,,website
6cvbnxp5dlvyhuxxfaxehd59vc,0.93,440.7,1,254,0.0,,,,website
6cx1deciewxjwo1dja3yhck92i,0.995,141.6,1,645,0.0,,,,app
6cxlebblzxb5be7vqyfr2gdupq,1.0,392.0,1,289,0.0,,,,website
6cxncf67ptejkauubwbcr0cfyr,1.0,232.0,1,680,0.0,,,,website
6d2xwjc5xnotnhsmqtlcevhsrb,0.73,306.0,7,695,0.0,,,,app
6d4s9ulr76nyw1ixgv7wvi26du,1.0,210.0,2,628,0.0,,,,website
6d7ektvkapvi7dgzqrml0yw4zf,0.98,332.2,1,696,0.0,,F,intermediate,website
6d8okxbvebhwwggftzt2zraxax,0.99875,161.0,1,359,0.0,,,,website
6db3dkvlv0cemuldnmt0nxbphg,0.99,525.0,1,723,0.0,,,,website
6dbkzaryc4mp1lkpkiuhqhvtzy,0.995,140.4,1,311,0.0,,,,website
6dh9ieagcogcdtnwivrfgd75uz,0.935,206.7,3,674,0.0,,,,website
6dhpuqlsrlfijl8muyfr2xpizm,0.835,246.0,4,341,0.0,,,,website
6dkk6aa5qrgvy6jq4exdi0laou,1.0,171.0,1,692,0.0,,,,website
6dodj7vqcttliozzbu9wxhaeu4,0.965,199.0,2,666,0.0,,,,app
6dqc2qx0tusctrzooeyekjykg1,0.78,270.05,1,304,0.0,,,,app
6dql8zujhttpnmsmbwthdwhy8t,0.7320833333333334,203.0,1,249,0.0,,,,app
6dsozllvfta3etnj4da3hockzk,0.71,309.35,5,347,0.0,trezzano sul naviglio,M,intermediate,website
6duyhow2mongam9jt1ropxeayq,0.915,156.2,1,298,0.0,,,,app
6dvhcmsqbsoo3fd2izf1qe9lc3,0.69,439.6,9,711,0.0,,,,app
6dxighr2blag7qosa1bhi5gfss,0.855,256.0,4,285,0.0,,,,app
6dxkk94ouvntpjmqzt0m9ks9nx,0.99,142.0,2,680,0.0,,,,website
6dzettroacttq7khynin49aixe,0.9906071428571428,126.0,1,283,0.0,,,,website
6e52sjufvpwj5habkx4epujb5b,0.795,150.0,3,701,0.0,,,,app
6e91hwkripddcbkwsgdnpzcrah,1.0,398.0,1,300,0.0,,,,website
6ebe0tgizdv2aqsppvau95cbma,0.805,1307.3,3,673,0.0,,,,app
6ebwhhp7s6zxpl631xmzseumfl,0.98,140.0,1,320,0.0,,,,website
6edd9ilhgqrpfxeputx95clrxw,0.97,306.0,3,643,0.0,,,,website
6edmtdiocdtgsttfvxvnslpb17,0.965,900.0,1,7,1.0,vignole borbera,F,expert,website
6ednnuphwiggharo0q11bvgoa2,0.94,137.10000000000002,2,711,0.0,,,,app
6eeprznmd8ab8mxymmuvb88yy6,0.9575,165.0,1,267,0.0,,,,website
6eeqr7l0cmxshhebhhe4af4tbu,0.885,205.6,3,346,0.0,,,,website
6ektzx4taanqwcw6dun00lquzs,0.92,158.0,2,354,0.0,,,intermediate,website
6ekxgte6jmni2dyzrmxvfio9y5,0.985,443.0,2,681,0.0,,,,website
6elq0snefvxbz5tjy6vygit5az,0.965,592.0,1,688,0.0,,,,website
6emck4d6osfjh70wzcqcgi3q8c,0.815,208.0,1,701,0.0,,,intermediate,website
6enjsrg7plsvq14u4je9yerkqr,0.95,216.6,1,661,0.0,,,,website
6epgv6et12uytwhjxmpf8zgjfj,1.0,634.0,1,396,0.0,,,,website
6epnj4rqwzgej2mlras1yorjhq,0.95,134.0,2,289,0.0,,,,welfare
6eqxgfngsku2j10onv3mwdxout,0.935,167.5,3,668,0.0,,,,app
6eulgfo5zzqlp3xfllo6pbltro,0.675,240.7,5,713,0.0,,,,app
6eussacrewcv3k4k3qwf7avrdw,1.0,318.8,1,65,0.0,,,,website
6ev0vp3ya9cugmll7mpfoj5qux,0.985,308.2,1,366,0.0,,,,website
6evykbbmsoakbpm5g7p58wig31,0.8631019119769121,690.0,1,8,1.0,,,,website
6ew8svedzonabzkjjjwszzhdtc,1.0,186.0,1,682,0.0,,,,website
6ewfpzdizamu240gqfmjybrziv,0.65,518.0,4,688,0.0,,,,app
6eydeaekbrb5ccvfwtcg0wyl74,1.0,174.0,1,310,0.0,,,,website
6eyv2y8feomtyxc2yf4dprgndd,0.82,776.5,10,680,0.0,,M,beginner,website
6f26aqhg22bsmdoxysknuyy77u,0.9,1998.25,5,689,0.0,,,,website
6feqssvlxmbuc7vw5lgb6psgt2,1.0,212.0,2,723,0.0,,,,website
6fi53lequzot9bn8nfwee8q6ud,0.955,881.55,2,711,0.0,,,,app
6fkxrfxbzkdso5qpmslwz719uq,0.85,384.0,2,639,0.0,,,,website
6fn8n4r46feh8zngd2rwvwj1do,1.0,176.0,1,659,0.0,,,,website
6fnsnuplvdr5zbosacmcr43zmd,0.945,295.0,4,724,0.0,,,,website
6fnz8ssclmqgud8fhobh3iwrtm,1.0,210.0,1,714,0.0,,,,website
6fp9u9txjls1pjxym2f1c743eu,1.0,157.0,1,616,0.0,,,,website
6fqwtlkudhh183rqmjwzrn0zjh,1.0,164.0,1,646,0.0,,,,website
6fx9robpvvuoxtukcciz6xue7z,0.92,202.0,3,340,0.0,,,,website
6fxtod5nlktcooiny6gsnnrggf,1.0,758.52,1,395,0.0,,,,website
6fxwzkxfilf7tye7vvlyfsir7x,0.92,377.6,4,651,0.0,,,,website
6fyhf7frhfqdxam6iyxoicmj0b,0.96,305.2,6,697,0.0,,,,app
6fzgoakrd9onou3uknzd5b39oa,1.0,812.0,1,370,0.0,,,,website
6g2uxfwk1huyuwvnyjd4zzgh1w,0.955,189.0,3,700,0.0,,F,intermediate,website
6g6qpfemygfufsyvy9idzamwmm,0.895,150.0,1,303,0.0,,,,website
6g8bt0jr3vcbp9cjth3ozrvwrz,0.985,154.0,2,288,0.0,,,,website
6g8jf2nk4zwodbukpxgfxkjiia,0.905,537.0,3,267,0.0,,,,website
6gaeoez9ssty4srszlddfdcqsk,0.995,655.5,1,674,0.0,,,,website
6gbavt3axqdpynnhpywrazdbkb,1.0,309.1,1,651,0.0,,M,intermediate,website
6gceiqjqs5rintz6fhxzlusgq5,0.805,165.3,3,694,0.0,,M,beginner,app
6gdrmsu0oha8t1m5ldw1wgsyec,0.865,352.4,2,28,2.0,,,,app
6getuqvocpst1ledgzmxyovpb4,1.0,163.5,1,701,0.0,,,,website
6gexxxufqlyswla1kqmuqqhk52,0.945,136.6,1,314,0.0,,,,website
6ggoqdkltceacgtxggdxoi14wt,0.972,225.0,2,344,0.0,,,,website
6gif8miuijvsfge03eb0ppyph0,1.0,984.0,1,646,0.0,,,,website
6gkiprxgjxxmblda8kddmb1we7,0.8856379953785616,140.0,1,723,0.0,,,,website
6glalz66u7rd5ictmnjprlodab,0.995,216.0,1,316,0.0,,,,website
6gndnipnfzrlvh80ysz0bmhjjp,0.83,281.5,5,710,0.0,,,,app
6goovxkuxjogvgervl91eagbcz,0.85,371.5,5,311,0.0,,,,website
6gsxqjdwjppjbyycnnmlvwipzg,0.84,249.0,2,614,0.0,,,,app
6gtlkeygsmotvywakafbta96vm,0.7275,128.5,2,289,0.0,,,,app
6gtohtq3yvdmcen7esnpsqwm9u,1.0,454.5,1,627,0.0,,,,website
6guzmserlwzt2hjn78jkckwepc,0.8233333333333333,262.0,5,648,0.0,,,,app
6gwoivrq6yqz0pbswhihmyuqkg,1.0,514.8,1,313,0.0,,,,website
6gzc9nq6oauxpyorrdsqicyvtd,0.985,296.0,3,671,0.0,,,,website
6h63kasz4fziyjgcszi12c7fny,1.0,227.39999999999998,1,650,0.0,,,,website
6hdoskogsqsdxdhgpbsvoc8rim,0.88,150.0,4,693,0.0,,,,website
6hfhzqjez4pctcpsv617ymbx7y,0.665,181.0,4,702,0.0,,,,app
6hhyrc7bj2ax0zpnkcqqnbrgci,0.89,217.0,3,695,0.0,,,,website
6hkvbvb8fuzztepwlvcjjocpk6,0.895,349.0,4,318,0.0,,,,website
6hkwixrmhjpjyo7o48z0lzp5z1,1.0,128.0,1,636,0.0,,,,website
6hlcfvsglusrhe9it5tdzrszhg,0.83,192.5,5,633,0.0,,,,website
6httadu02zatqinqb83rdekjs2,1.0,291.5,1,685,0.0,,,,website
6hvhx5rvedz44tgfxhodgcke3j,1.0,199.0,1,711,0.0,,,,website
6hwfrduaqdyd02poken9ys8wte,0.725,228.5,4,689,0.0,,,,app
6i0gajzsnczd0k29wkkt3rfqag,0.985,900.0,1,5,1.0,colzate,,,website
6i4uiy0xewzjvqekjitqbid4v5,0.995,186.0,1,335,0.0,,,,website
6ib4tcocm5fpn7ric4aqpgslnf,0.995,358.0,1,654,0.0,,,,app
6ihrj6ahjbejwh8oz4ywfey3ko,0.77,490.29999999999995,7,645,0.0,,F,beginner,app
6ijsos0j7yfydvekcmoxedntkg,1.0,171.0,1,659,0.0,,,,website
6iktrjcwncvnervcojyqhks0an,0.995,940.0,1,256,0.0,,,,website
6ipiccw58iynj96ozjhtcyv7pm,0.94,180.0,3,618,0.0,,,,website
6irupthhs0wigxaztqojj5dvly,1.0,155.9,1,288,0.0,,,,website
6ix1hiyaywdaqx4mdbqx781zdx,0.99,442.0,1,322,0.0,,,,website
6iyd4tsqxfg4eyfhd5cgmzc0jx,0.665,1522.0,12,710,0.0,,,,app
6iziigkt2rtt2ubelssf174jmn,0.7925,201.0,3,645,0.0,,,,app
6j3lfidxgkru0mprlh6puuvphy,0.9983333333333333,293.4,1,365,0.0,,,,website
6j89g7cwuyczogwlyplkvgdbwa,1.0,169.0,1,691,0.0,,,,website
6jaryewkqcq8btjjy4pjrqoadh,0.835,153.39999999999998,2,642,0.0,,,,app
6jbpid5iw5xupdzuvcqnj2qm0n,1.0,602.7,1,645,0.0,,,,website
6jbynrbhxgaaqeb1g8bwnasctd,0.86,172.0,4,687,0.0,,,,app
6jcwu99mxygpjznayht7orp5tm,1.0,146.2,1,314,0.0,,,,website
6jdbqilq9ngtxkrqdowwhcfsz0,1.0,265.2,1,266,0.0,,,,website
6jevna9i9nv52niaa6weddlg3k,0.955,130.0,1,324,0.0,,,,app
6jg1mgqftuc6xppcfeizbyvk9m,0.825,522.0,5,685,0.0,,,,app
6jic4rqizon9bosygnn8ibkuh2,1.0,259.2,1,292,0.0,,,,website
